order_line_id,order_id,order_date,customer_id,customer_cpf,customer_gender,customer_birthdate,brand_name,region_name,store_name,product_category,payment_method,health_plan_name,fulfillment_type,booking_channel,channel_group,campaign_non_direct,revenue_amount,quantity,market_segment,is_excluded,order_status
OL_0000018,ORD_0000018,2023-10-11,CUST_00005,94580730215,M,1962-09-04,VitaShop Pro,Southeast,Store_020,Supplement - Protein,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Direct,new_year_promo,33.29,3,B2C,False,COMPLETED
OL_0000019,ORD_0000019,2025-02-14,CUST_00005,94580730215,M,1962-09-04,VitaShop Pro,Southeast,Store_020,Service - Nutritionist,health_plan,PlanC,HOME_DELIVERY,DIGITAL,Organic Search,brand_awareness_q1,105.13,5,B2C,False,COMPLETED
OL_0000020,ORD_0000020,2022-01-26,CUST_00005,94580730215,M,1962-09-04,VitaShop Pro,Southeast,Store_020,Device - Wearable,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Organic Search,,488.72,5,B2C,False,COMPLETED
OL_0000021,ORD_0000021,2023-07-05,CUST_00005,94580730215,M,1962-09-04,VitaShop Pro,Southeast,Store_020,Device - Monitor,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Organic Search,retention_email_q2,423.72,3,B2C,False,COMPLETED
OL_0000022,ORD_0000022,2023-05-21,CUST_00006,91740029755,N/A,1990-03-05,VitaShop Pro,Midwest,Store_023,Service - Personal Trainer,health_plan,PlanA,HOME_DELIVERY,DIGITAL,Social,retention_email_q2,116.58,1,PREMIUM,False,COMPLETED
OL_0000023,ORD_0000023,2023-11-06,CUST_00007,52601815908,M,1959-02-15,VitaShop Express,North,Store_014,Device - Monitor,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Unidentified,,358.43,3,PREMIUM,False,COMPLETED
OL_0000024,ORD_0000024,2023-10-06,CUST_00007,52601815908,M,1959-02-15,VitaShop Express,North,Store_014,Device - Wearable,credit_card,,HOME_DELIVERY,IN_STORE,,,779.05,4,B2C,False,COMPLETED
OL_0000025,ORD_0000025,2023-07-29,CUST_00007,52601815908,M,1959-02-15,VitaShop Express,North,Store_014,Device - Monitor,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Social,retention_email_q2,167.5,5,B2C,False,COMPLETED
OL_0000026,ORD_0000026,2023-08-20,CUST_00008,35623012383,M,1955-02-23,VitaShop Premium,North,Store_009,Supplement - Protein,health_plan,PlanB,HOME_DELIVERY,IN_STORE,,,38.09,4,B2C,False,COMPLETED
OL_0000027,ORD_0000027,2024-02-12,CUST_00009,79542205879,F,1970-02-05,VitaShop Premium,South,Store_011,Device - Wearable,credit_card,,HOME_DELIVERY,IN_STORE,,,410.52,5,B2C,False,COMPLETED
OL_0000028,ORD_0000028,2025-11-17,CUST_00009,79542205879,F,1970-02-05,VitaShop Premium,South,Store_011,Service - Nutritionist,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Direct,,287.62,1,B2C,False,COMPLETED
OL_0000029,ORD_0000029,2025-08-18,CUST_00009,79542205879,F,1970-02-05,VitaShop Premium,South,Store_011,Supplement - Protein,health_plan,PlanB,HOME_DELIVERY,CALL_CENTER,,,145.54,3,B2C,False,COMPLETED
OL_0000030,ORD_0000030,2023-03-31,CUST_00009,79542205879,F,1970-02-05,VitaShop Premium,South,Store_011,Service - Personal Trainer,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Social,,181.01,4,B2C,False,COMPLETED
OL_0000031,ORD_0000031,2023-12-08,CUST_00010,90679037742,F,1988-09-11,VitaShop Premium,Southeast,Store_025,Device - Wearable,credit_card,,IN_STORE_PICKUP,DIGITAL,Email,brand_awareness_q1,376.41,2,B2C,False,COMPLETED
OL_0000032,ORD_0000032,2024-12-03,CUST_00010,90679037742,F,1988-09-11,VitaShop Premium,Southeast,Store_025,Device - Monitor,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Email,,193.66,3,B2C,False,COMPLETED
OL_0000033,ORD_0000033,2022-02-16,CUST_00010,90679037742,F,1988-09-11,VitaShop Premium,Southeast,Store_025,Service - Personal Trainer,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Unidentified,retention_email_q2,127.1,5,B2C,False,COMPLETED
OL_0000034,ORD_0000034,2023-04-20,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Service - Personal Trainer,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Referral,,87.88,4,B2C,False,COMPLETED
OL_0000035,ORD_0000035,2025-04-27,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Device - Wearable,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Paid Search,retention_email_q2,525.28,1,B2C,False,COMPLETED
OL_0000036,ORD_0000036,2024-01-20,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Supplement - Vitamins,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Direct,,145.57,5,B2C,False,COMPLETED
OL_0000037,ORD_0000037,2024-03-14,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Supplement - Protein,health_plan,PlanC,IN_STORE_PICKUP,DIGITAL,Unidentified,new_year_promo,139.43,3,B2C,False,COMPLETED
OL_0000038,ORD_0000038,2022-08-30,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Device - Monitor,credit_card,,IN_STORE_PICKUP,DIGITAL,Direct,,402.5,5,B2C,False,COMPLETED
OL_0000039,ORD_0000039,2024-05-16,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Device - Wearable,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,258.46,5,B2C,False,COMPLETED
OL_0000040,ORD_0000040,2024-07-12,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Supplement - Protein,health_plan,PlanB,IN_STORE_PICKUP,IN_STORE,,,37.75,4,PREMIUM,False,COMPLETED
OL_0000041,ORD_0000041,2024-10-10,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Service - Personal Trainer,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Referral,,125.16,4,B2C,False,COMPLETED
OL_0000042,ORD_0000042,2023-03-28,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Supplement - Protein,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Social,black_friday,93.53,4,B2C,False,COMPLETED
OL_0000043,ORD_0000043,2024-11-12,CUST_00011,78778932879,M,1999-09-10,VitaShop Express,Midwest,Store_013,Service - Nutritionist,credit_card,,HOME_DELIVERY,DIGITAL,Unidentified,,302.1,5,B2C,False,COMPLETED
OL_0000044,ORD_0000044,2024-05-20,CUST_00012,74852605747,F,1977-02-26,VitaShop Premium,Southeast,Store_020,Service - Personal Trainer,credit_card,,IN_STORE_PICKUP,IN_STORE,,,316.2,3,B2C,False,COMPLETED
OL_0000045,ORD_0000045,2022-06-28,CUST_00012,74852605747,F,1977-02-26,VitaShop Premium,Southeast,Store_020,Supplement - Protein,vitashop_wallet,,IN_STORE_PICKUP,CALL_CENTER,,,125.39,2,B2C,False,COMPLETED
OL_0000046,ORD_0000046,2025-12-26,CUST_00012,74852605747,F,1977-02-26,VitaShop Premium,Southeast,Store_020,Service - Personal Trainer,health_plan,PlanC,IN_STORE_PICKUP,DIGITAL,Social,retention_email_q2,297.47,2,B2C,False,COMPLETED
OL_0000047,ORD_0000047,2023-10-25,CUST_00013,44232322183,M,1966-10-18,VitaShop Express,Midwest,Store_018,Device - Monitor,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Direct,,775.8,2,PREMIUM,False,CANCELLED
OL_0000048,ORD_0000048,2025-09-05,CUST_00013,44232322183,M,1966-10-18,VitaShop Express,Midwest,Store_018,Service - Personal Trainer,credit_card,,IN_STORE_PICKUP,IN_STORE,,,272.08,2,PREMIUM,False,COMPLETED
OL_0000049,ORD_0000049,2025-10-16,CUST_00013,44232322183,M,1966-10-18,VitaShop Express,Midwest,Store_018,Device - Wearable,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Referral,black_friday,443.79,4,B2C,False,COMPLETED
OL_0000050,ORD_0000050,2024-11-21,CUST_00014,19834441747,F,2000-12-10,VitaShop Pro,Midwest,Store_018,Device - Monitor,health_plan,PlanB,HOME_DELIVERY,CALL_CENTER,,,767.67,4,B2C,False,COMPLETED
OL_0000051,ORD_0000051,2022-07-10,CUST_00015,30802300253,F,1952-07-10,VitaShop Pro,North,Store_029,Device - Wearable,health_plan,PlanB,HOME_DELIVERY,CALL_CENTER,,,667.19,1,B2C,False,COMPLETED
OL_0000052,ORD_0000052,2023-03-10,CUST_00015,30802300253,F,1952-07-10,VitaShop Pro,North,Store_029,Device - Monitor,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Direct,black_friday,704.07,5,B2C,False,COMPLETED
OL_0000053,ORD_0000053,2022-04-10,CUST_00015,30802300253,F,1952-07-10,VitaShop Pro,North,Store_029,Supplement - Protein,credit_card,,HOME_DELIVERY,CALL_CENTER,,,36.15,1,PREMIUM,False,COMPLETED
OL_0000054,ORD_0000054,2022-01-02,CUST_00015,30802300253,F,1952-07-10,VitaShop Pro,North,Store_029,Supplement - Vitamins,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,40.67,3,PREMIUM,False,COMPLETED
OL_0000055,ORD_0000055,2025-09-02,CUST_00015,30802300253,F,1952-07-10,VitaShop Pro,North,Store_029,Device - Monitor,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Referral,,407.62,1,B2C,False,COMPLETED
OL_0000056,ORD_0000056,2023-04-25,CUST_00015,30802300253,F,1952-07-10,VitaShop Pro,North,Store_029,Service - Personal Trainer,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Organic Search,brand_awareness_q1,101.04,4,B2C,False,COMPLETED
OL_0000057,ORD_0000057,2022-01-17,CUST_00016,57746370643,M,1990-10-06,VitaShop Premium,Midwest,Store_023,Device - Monitor,health_plan,PlanA,HOME_DELIVERY,IN_STORE,,,460.51,2,B2C,False,COMPLETED
OL_0000058,ORD_0000058,2022-07-29,CUST_00016,57746370643,M,1990-10-06,VitaShop Premium,Midwest,Store_023,Device - Monitor,credit_card,,HOME_DELIVERY,DIGITAL,Direct,retention_email_q2,567.02,2,B2C,False,COMPLETED
OL_0000059,ORD_0000059,2025-06-03,CUST_00017,86454284103,F,1948-09-08,VitaShop Premium,Midwest,Store_008,Supplement - Vitamins,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Referral,retention_email_q2,100.09,4,PREMIUM,False,COMPLETED
OL_0000060,ORD_0000060,2022-07-25,CUST_00017,86454284103,F,1948-09-08,VitaShop Premium,Midwest,Store_008,Supplement - Protein,credit_card,,HOME_DELIVERY,CALL_CENTER,,,145.22,3,B2C,False,COMPLETED
OL_0000061,ORD_0000061,2023-07-22,CUST_00017,86454284103,F,1948-09-08,VitaShop Premium,Midwest,Store_008,Supplement - Protein,health_plan,PlanC,HOME_DELIVERY,DIGITAL,Social,,130.23,1,PREMIUM,False,COMPLETED
OL_0000062,ORD_0000062,2023-01-22,CUST_00018,21753377274,M,1987-02-16,VitaShop Express,Midwest,Store_028,Device - Wearable,health_plan,PlanA,IN_STORE_PICKUP,DIGITAL,Organic Search,,400.83,4,B2C,False,COMPLETED
OL_0000063,ORD_0000063,2024-12-17,CUST_00018,21753377274,M,1987-02-16,VitaShop Express,Midwest,Store_028,Device - Monitor,credit_card,,IN_STORE_PICKUP,IN_STORE,,,709.53,4,B2C,False,COMPLETED
OL_0000064,ORD_0000064,2025-10-30,CUST_00018,21753377274,M,1987-02-16,VitaShop Express,Midwest,Store_028,Device - Wearable,credit_card,,IN_STORE_PICKUP,IN_STORE,,,531.79,1,B2C,False,COMPLETED
OL_0000065,ORD_0000065,2024-03-26,CUST_00019,08183658492,N/A,1983-01-28,VitaShop Express,Southeast,Store_015,Device - Monitor,health_plan,PlanA,HOME_DELIVERY,CALL_CENTER,,,606.18,4,B2C,False,COMPLETED
OL_0000066,ORD_0000066,2022-11-09,CUST_00019,08183658492,N/A,1983-01-28,VitaShop Express,Southeast,Store_015,Supplement - Protein,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Social,retention_email_q2,62.48,5,B2C,False,COMPLETED
OL_0000067,ORD_0000067,2025-08-23,CUST_00019,08183658492,N/A,1983-01-28,VitaShop Express,Southeast,Store_015,Service - Personal Trainer,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Referral,new_year_promo,146.01,1,B2C,False,COMPLETED
OL_0000068,ORD_0000068,2022-04-23,CUST_00019,08183658492,N/A,1983-01-28,VitaShop Express,Southeast,Store_015,Service - Personal Trainer,vitashop_wallet,,IN_STORE_PICKUP,CALL_CENTER,,,83.42,1,B2C,False,COMPLETED
OL_0000069,ORD_0000069,2024-10-13,CUST_00019,08183658492,N/A,1983-01-28,VitaShop Express,Southeast,Store_015,Service - Nutritionist,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Unidentified,,180.4,2,B2C,False,COMPLETED
OL_0000070,ORD_0000070,2022-08-30,CUST_00019,08183658492,N/A,1983-01-28,VitaShop Express,Southeast,Store_015,Device - Monitor,credit_card,,HOME_DELIVERY,IN_STORE,,,191.52,5,B2C,False,COMPLETED
OL_0000071,ORD_0000071,2022-06-07,CUST_00019,08183658492,N/A,1983-01-28,VitaShop Express,Southeast,Store_015,Device - Wearable,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Organic Search,new_year_promo,252.25,3,B2C,False,COMPLETED
OL_0000072,ORD_0000072,2025-10-12,CUST_00019,08183658492,N/A,1983-01-28,VitaShop Express,Southeast,Store_015,Supplement - Protein,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Social,brand_awareness_q1,51.79,1,B2C,False,COMPLETED
OL_0000073,ORD_0000073,2022-03-14,CUST_00020,24159206611,F,1993-06-03,VitaShop Premium,Northeast,Store_012,Service - Personal Trainer,health_plan,PlanB,HOME_DELIVERY,CALL_CENTER,,,166.89,2,PREMIUM,False,COMPLETED
OL_0000074,ORD_0000074,2025-03-16,CUST_00021,26647378288,N/A,1947-11-21,VitaShop Pro,North,Store_009,Supplement - Protein,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Organic Search,retention_email_q2,147.58,5,PREMIUM,False,COMPLETED
OL_0000075,ORD_0000075,2024-08-10,CUST_00021,26647378288,N/A,1947-11-21,VitaShop Pro,North,Store_009,Device - Monitor,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Social,new_year_promo,280.44,3,B2C,False,COMPLETED
OL_0000076,ORD_0000076,2025-06-29,CUST_00021,26647378288,N/A,1947-11-21,VitaShop Pro,North,Store_009,Device - Wearable,credit_card,,IN_STORE_PICKUP,DIGITAL,Email,,644.31,5,B2C,False,COMPLETED
OL_0000077,ORD_0000077,2024-04-19,CUST_00021,26647378288,N/A,1947-11-21,VitaShop Pro,North,Store_009,Supplement - Vitamins,credit_card,,IN_STORE_PICKUP,DIGITAL,Referral,,20.19,3,B2C,False,COMPLETED
OL_0000078,ORD_0000078,2023-09-22,CUST_00021,26647378288,N/A,1947-11-21,VitaShop Pro,North,Store_009,Supplement - Vitamins,credit_card,,HOME_DELIVERY,DIGITAL,Paid Search,new_year_promo,146.43,1,B2C,False,COMPLETED
OL_0000079,ORD_0000079,2023-04-20,CUST_00022,23097215134,N/A,1949-11-16,VitaShop Pro,Midwest,Store_003,Device - Wearable,health_plan,PlanA,HOME_DELIVERY,CALL_CENTER,,,783.46,4,B2C,False,COMPLETED
OL_0000080,ORD_0000080,2024-03-18,CUST_00023,41094668523,N/A,1992-08-29,VitaShop Premium,Midwest,Store_018,Service - Nutritionist,credit_card,,HOME_DELIVERY,CALL_CENTER,,,143.93,2,B2C,False,COMPLETED
OL_0000081,ORD_0000081,2024-03-15,CUST_00023,41094668523,N/A,1992-08-29,VitaShop Premium,Midwest,Store_018,Service - Personal Trainer,health_plan,PlanA,IN_STORE_PICKUP,DIGITAL,Email,black_friday,334.76,1,B2C,False,COMPLETED
OL_0000082,ORD_0000082,2022-11-15,CUST_00023,41094668523,N/A,1992-08-29,VitaShop Premium,Midwest,Store_018,Supplement - Vitamins,credit_card,,IN_STORE_PICKUP,DIGITAL,Direct,new_year_promo,66.58,5,B2C,False,COMPLETED
OL_0000083,ORD_0000083,2022-09-03,CUST_00024,69232321240,F,1993-05-09,VitaShop Express,Southeast,Store_015,Supplement - Vitamins,credit_card,,HOME_DELIVERY,IN_STORE,,,25.24,5,PREMIUM,False,COMPLETED
OL_0000084,ORD_0000084,2022-07-06,CUST_00024,69232321240,F,1993-05-09,VitaShop Express,Southeast,Store_015,Supplement - Vitamins,health_plan,PlanB,HOME_DELIVERY,IN_STORE,,,26.36,5,B2C,False,CANCELLED
OL_0000085,ORD_0000085,2024-04-08,CUST_00025,60347040496,N/A,1950-08-06,VitaShop Premium,Midwest,Store_023,Service - Nutritionist,vitashop_wallet,,IN_STORE_PICKUP,CALL_CENTER,,,204.75,1,PREMIUM,False,COMPLETED
OL_0000086,ORD_0000086,2023-04-01,CUST_00026,33698027098,M,1946-08-05,VitaShop Premium,South,Store_011,Supplement - Vitamins,credit_card,,HOME_DELIVERY,IN_STORE,,,95.7,1,B2C,False,COMPLETED
OL_0000087,ORD_0000087,2022-05-13,CUST_00027,74431148545,F,2005-02-18,VitaShop Express,South,Store_026,Service - Personal Trainer,credit_card,,HOME_DELIVERY,DIGITAL,Paid Search,brand_awareness_q1,91.53,1,B2C,False,COMPLETED
OL_0000088,ORD_0000088,2024-03-19,CUST_00028,12892327633,M,1983-12-29,VitaShop Pro,Midwest,Store_003,Supplement - Protein,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Email,retention_email_q2,138.08,2,B2C,False,COMPLETED
OL_0000089,ORD_0000089,2022-11-01,CUST_00028,12892327633,M,1983-12-29,VitaShop Pro,Midwest,Store_003,Service - Nutritionist,credit_card,,IN_STORE_PICKUP,CALL_CENTER,,,214.7,3,PREMIUM,False,COMPLETED
OL_0000090,ORD_0000090,2022-06-29,CUST_00028,12892327633,M,1983-12-29,VitaShop Pro,Midwest,Store_003,Device - Wearable,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Paid Search,,666.65,5,PREMIUM,False,COMPLETED
OL_0000091,ORD_0000091,2025-01-20,CUST_00029,81599418566,N/A,1979-10-13,VitaShop Express,Northeast,Store_007,Device - Monitor,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,325.78,4,B2C,False,COMPLETED
OL_0000092,ORD_0000092,2022-03-02,CUST_00029,81599418566,N/A,1979-10-13,VitaShop Express,Northeast,Store_007,Supplement - Protein,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,66.47,5,B2C,False,COMPLETED
OL_0000093,ORD_0000093,2023-05-23,CUST_00030,84909340662,N/A,1972-07-08,VitaShop Express,North,Store_029,Supplement - Vitamins,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Unidentified,,94.84,2,B2C,False,COMPLETED
OL_0000094,ORD_0000094,2022-12-27,CUST_00031,07162021832,M,1995-03-13,VitaShop Premium,North,Store_009,Service - Nutritionist,credit_card,,HOME_DELIVERY,DIGITAL,Referral,,87.62,5,B2C,False,COMPLETED
OL_0000095,ORD_0000095,2025-02-28,CUST_00031,07162021832,M,1995-03-13,VitaShop Premium,North,Store_009,Service - Nutritionist,credit_card,,HOME_DELIVERY,IN_STORE,,,163.44,5,B2C,False,COMPLETED
OL_0000096,ORD_0000096,2023-04-22,CUST_00031,07162021832,M,1995-03-13,VitaShop Premium,North,Store_009,Supplement - Vitamins,health_plan,PlanA,HOME_DELIVERY,DIGITAL,Email,brand_awareness_q1,46.19,5,B2C,False,COMPLETED
OL_0000097,ORD_0000097,2023-10-25,CUST_00031,07162021832,M,1995-03-13,VitaShop Premium,North,Store_009,Supplement - Protein,credit_card,,IN_STORE_PICKUP,DIGITAL,Referral,retention_email_q2,131.89,5,PREMIUM,False,COMPLETED
OL_0000098,ORD_0000098,2025-09-18,CUST_00031,07162021832,M,1995-03-13,VitaShop Premium,North,Store_009,Service - Nutritionist,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Direct,black_friday,277.74,2,B2C,False,COMPLETED
OL_0000099,ORD_0000099,2024-09-24,CUST_00031,07162021832,M,1995-03-13,VitaShop Premium,North,Store_009,Device - Monitor,health_plan,PlanA,HOME_DELIVERY,DIGITAL,Social,,582.6,2,B2C,False,COMPLETED
OL_0000100,ORD_0000100,2022-12-30,CUST_00032,13243700158,F,1957-08-26,VitaShop Pro,Midwest,Store_018,Supplement - Protein,health_plan,PlanC,HOME_DELIVERY,IN_STORE,,,24.21,5,B2C,False,COMPLETED
OL_0000101,ORD_0000101,2025-08-02,CUST_00033,92347882985,N/A,1955-07-27,VitaShop Express,North,Store_014,Supplement - Protein,health_plan,PlanA,IN_STORE_PICKUP,IN_STORE,,,116.89,3,B2C,False,COMPLETED
OL_0000102,ORD_0000102,2025-07-26,CUST_00033,92347882985,N/A,1955-07-27,VitaShop Express,North,Store_014,Service - Personal Trainer,credit_card,,HOME_DELIVERY,CALL_CENTER,,,83.08,4,B2C,False,COMPLETED
OL_0000103,ORD_0000103,2023-12-19,CUST_00033,92347882985,N/A,1955-07-27,VitaShop Express,North,Store_014,Supplement - Protein,vitashop_wallet,,IN_STORE_PICKUP,CALL_CENTER,,,76.97,4,B2C,False,COMPLETED
OL_0000104,ORD_0000104,2024-02-15,CUST_00034,85903065164,M,1975-07-16,VitaShop Pro,Midwest,Store_008,Service - Nutritionist,vitashop_wallet,,IN_STORE_PICKUP,DIGITAL,Unidentified,new_year_promo,201.85,2,B2C,False,COMPLETED
OL_0000105,ORD_0000105,2022-02-11,CUST_00034,85903065164,M,1975-07-16,VitaShop Pro,Midwest,Store_008,Device - Monitor,vitashop_wallet,,IN_STORE_PICKUP,IN_STORE,,,260.57,3,B2C,False,COMPLETED
OL_0000106,ORD_0000106,2022-07-10,CUST_00035,85252464908,M,1963-09-27,VitaShop Premium,Midwest,Store_003,Service - Nutritionist,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,196.46,1,B2C,False,COMPLETED
OL_0000107,ORD_0000107,2024-06-08,CUST_00035,85252464908,M,1963-09-27,VitaShop Premium,Midwest,Store_003,Supplement - Protein,credit_card,,HOME_DELIVERY,DIGITAL,Paid Search,retention_email_q2,113.86,5,B2C,False,COMPLETED
OL_0000108,ORD_0000108,2023-07-31,CUST_00035,85252464908,M,1963-09-27,VitaShop Premium,Midwest,Store_003,Supplement - Vitamins,vitashop_wallet,,HOME_DELIVERY,DIGITAL,Email,,27.09,2,B2C,False,COMPLETED
OL_0000109,ORD_0000109,2025-07-04,CUST_00036,50041082346,M,1994-04-20,VitaShop Pro,South,Store_021,Device - Wearable,health_plan,PlanB,IN_STORE_PICKUP,DIGITAL,Organic Search,retention_email_q2,785.09,3,PREMIUM,False,COMPLETED
OL_0000110,ORD_0000110,2024-03-25,CUST_00036,50041082346,M,1994-04-20,VitaShop Pro,South,Store_021,Device - Wearable,vitashop_wallet,,HOME_DELIVERY,IN_STORE,,,567.21,1,B2C,False,COMPLETED
